Target,Plate,Well,Cellv,Reads
PSMA7_sg4,P05-P05,R13-C04,0.0,563
PSMA7_sg4,P05-P05,R13-C16,1.0,842
PSMA7_sg4,P05-P05,R13-C06,0.0,117
PSMA7_sg4,P05-P05,R13-C14,1.0,1083
PSMA7_sg4,P05-P05,R11-C22,0.0,443
PSMA7_sg4,P05-P05,R11-C20,0.0,290
PSMA7_sg4,P05-P05,R11-C24,1.0,1752
PSMA7_sg4,P05-P05,R11-C08,1.0,1692
PSMA7_sg4,P05-P05,R11-C18,0.0,275
PSMA7_sg4,P05-P05,R11-C12,1.0,2060
PSMA7_sg4,P05-P05,R11-C02,1.0,763
PSMA7_sg4,P05-P05,R11-C10,1.0,1635
PSMA7_sg4,P05-P05,R11-C04,1.0,907
PSMA7_sg4,P05-P05,R11-C16,0.0,418
PSMA7_sg4,P05-P05,R11-C06,1.0,1694
PSMA7_sg4,P05-P05,R11-C14,0.0,247
PSMA7_sg4,P05-P05,R09-C22,1.0,695
PSMA7_sg4,P05-P05,R09-C20,1.0,941
PSMA7_sg4,P05-P05,R09-C24,0.0,266
PSMA7_sg4,P05-P05,R09-C08,1.0,1468
PSMA7_sg4,P05-P05,R09-C18,1.0,417
PSMA7_sg4,P05-P05,R09-C12,0.0,311
PSMA7_sg4,P05-P05,R09-C02,1.0,894
PSMA7_sg4,P05-P05,R09-C10,1.0,241
PSMA7_sg4,P05-P05,R09-C04,1.0,1228
PSMA7_sg4,P05-P05,R09-C16,1.0,1092
PSMA7_sg4,P05-P05,R09-C06,1.0,912
PSMA7_sg4,P05-P05,R09-C14,1.0,813
PSMA7_sg4,P05-P05,R07-C22,1.0,3037
PSMA7_sg4,P05-P05,R07-C20,1.0,1490
PSMA7_sg4,P05-P05,R07-C24,0.0,375
PSMA7_sg4,P05-P05,R07-C08,1.0,450
PSMA7_sg4,P05-P05,R07-C18,1.0,1093
PSMA7_sg4,P05-P05,R07-C12,1.0,2145
PSMA7_sg4,P05-P05,R07-C02,1.0,1680
PSMA7_sg4,P05-P05,R07-C10,0.0,190
PSMA7_sg4,P05-P05,R07-C04,0.0,218
PSMA7_sg4,P05-P05,R07-C16,1.0,2059
PSMA7_sg4,P05-P05,R07-C06,1.0,471
PSMA7_sg4,P05-P05,R07-C14,0.0,245
PSMA7_sg4,P06-P06,R01-C22,1.0,1398
PSMA7_sg4,P06-P06,R01-C20,0.0,431
PSMA7_sg4,P06-P06,R01-C24,1.0,2068
PSMA7_sg4,P06-P06,R01-C08,1.0,659
PSMA7_sg4,P06-P06,R01-C18,1.0,1352
PSMA7_sg4,P06-P06,R01-C12,1.0,2288
PSMA7_sg4,P06-P06,R01-C02,1.0,1595
PSMA7_sg4,P06-P06,R01-C10,0.0,272
PSMA7_sg4,P06-P06,R01-C04,1.0,610
PSMA7_sg4,P06-P06,R01-C16,1.0,2120
PSMA7_sg4,P06-P06,R01-C06,1.0,486
PSMA7_sg4,P06-P06,R01-C14,1.0,1279
PSMA7_sg4,P06-P06,R03-C22,0.0,2434
PSMA7_sg4,P06-P06,R03-C20,1.0,882
PSMA7_sg4,P06-P06,R03-C24,1.0,940
PSMA7_sg4,P06-P06,R03-C08,1.0,413
PSMA7_sg4,P06-P06,R03-C18,0.0,270
PSMA7_sg4,P06-P06,R03-C12,1.0,479
PSMA7_sg4,P06-P06,R03-C02,1.0,1602
PSMA7_sg4,P06-P06,R03-C10,1.0,1122
PSMA7_sg4,P06-P06,R03-C04,0.0,210
PSMA7_sg4,P06-P06,R03-C16,1.0,2198
PSMA7_sg4,P06-P06,R03-C06,1.0,416
PSMA7_sg4,P06-P06,R03-C14,0.0,245
PSMA7_sg4,P06-P06,R15-C22,1.0,1801
PSMA7_sg4,P06-P06,R15-C20,0.0,177
PSMA7_sg4,P06-P06,R15-C24,0.0,215
PSMA7_sg4,P06-P06,R15-C08,0.0,577
PSMA7_sg4,P06-P06,R15-C18,0.0,134
PSMA7_sg4,P06-P06,R15-C12,1.0,666
PSMA7_sg4,P06-P06,R15-C02,1.0,644
PSMA7_sg4,P06-P06,R15-C10,1.0,134
PSMA7_sg4,P06-P06,R15-C04,1.0,391
PSMA7_sg4,P06-P06,R15-C16,1.0,606
PSMA7_sg4,P06-P06,R15-C06,0.0,179
PSMA7_sg4,P06-P06,R15-C14,0.0,153
PSMA7_sg4,P06-P06,R05-C22,0.0,485
PSMA7_sg4,P06-P06,R05-C20,1.0,1741
PSMA7_sg4,P06-P06,R05-C24,1.0,1549
PSMA7_sg4,P06-P06,R05-C08,0.0,290
PSMA7_sg4,P06-P06,R05-C18,1.0,1859
PSMA7_sg4,P06-P06,R05-C12,1.0,1620
PSMA7_sg4,P06-P06,R05-C02,0.0,380
PSMA7_sg4,P06-P06,R05-C10,1.0,258
PSMA7_sg4,P06-P06,R05-C04,0.0,216
PSMA7_sg4,P06-P06,R05-C16,1.0,1079
PSMA7_sg4,P06-P06,R05-C06,0.0,211
PSMA7_sg4,P06-P06,R05-C14,1.0,1429
PSMA7_sg4,P06-P06,R13-C22,0.0,377
PSMA7_sg4,P06-P06,R13-C20,1.0,837
PSMA7_sg4,P06-P06,R13-C24,1.0,731
PSMA7_sg4,P06-P06,R13-C08,1.0,734
PSMA7_sg4,P06-P06,R13-C18,1.0,438
PSMA7_sg4,P06-P06,R13-C12,1.0,427
PSMA7_sg4,P06-P06,R13-C02,0.0,248
PSMA7_sg4,P06-P06,R13-C10,1.0,165
PSMA7_sg4,P06-P06,R13-C04,0.0,477
PSMA7_sg4,P06-P06,R13-C16,1.0,694
PSMA7_sg4,P06-P06,R13-C06,0.0,133
PSMA7_sg4,P06-P06,R13-C14,1.0,829
PSMA7_sg4,P06-P06,R07-C22,1.0,2418
PSMA7_sg4,P06-P06,R07-C20,1.0,1236
PSMA7_sg4,P06-P06,R07-C24,0.0,402
PSMA7_sg4,P06-P06,R07-C08,1.0,440
PSMA7_sg4,P06-P06,R07-C18,1.0,832
PSMA7_sg4,P06-P06,R07-C12,1.0,1676
PSMA7_sg4,P06-P06,R07-C02,1.0,1291
PSMA7_sg4,P06-P06,R07-C10,0.0,219
PSMA7_sg4,P06-P06,R07-C04,0.0,219
PSMA7_sg4,P06-P06,R07-C16,1.0,1635
PSMA7_sg4,P06-P06,R07-C06,1.0,413
PSMA7_sg4,P06-P06,R07-C14,0.0,247
PSMA7_sg4,P06-P06,R11-C22,0.0,404
PSMA7_sg4,P06-P06,R11-C20,0.0,320
PSMA7_sg4,P06-P06,R11-C24,1.0,1287
PSMA7_sg4,P06-P06,R11-C08,1.0,1316
PSMA7_sg4,P06-P06,R11-C18,0.0,260
PSMA7_sg4,P06-P06,R11-C12,1.0,1654
PSMA7_sg4,P06-P06,R11-C02,1.0,694
PSMA7_sg4,P06-P06,R11-C10,1.0,1234
PSMA7_sg4,P06-P06,R11-C04,1.0,701
PSMA7_sg4,P06-P06,R11-C16,0.0,408
PSMA7_sg4,P06-P06,R11-C06,1.0,1289
PSMA7_sg4,P06-P06,R11-C14,0.0,233
PSMA7_sg4,P06-P06,R09-C22,1.0,618
PSMA7_sg4,P06-P06,R09-C20,1.0,831
PSMA7_sg4,P06-P06,R09-C24,0.0,263
PSMA7_sg4,P06-P06,R09-C08,1.0,1222
PSMA7_sg4,P06-P06,R09-C18,1.0,402
PSMA7_sg4,P06-P06,R09-C12,0.0,326
PSMA7_sg4,P06-P06,R09-C02,1.0,773
PSMA7_sg4,P06-P06,R09-C10,1.0,243
PSMA7_sg4,P06-P06,R09-C04,1.0,1080
PSMA7_sg4,P06-P06,R09-C16,1.0,962
PSMA7_sg4,P06-P06,R09-C06,1.0,723
PSMA7_sg4,P06-P06,R09-C14,1.0,772
PSMA7_sg4,P07-P07,R01-C22,1.0,1351
PSMA7_sg4,P07-P07,R01-C20,0.0,436
PSMA7_sg4,P07-P07,R01-C24,1.0,2001
PSMA7_sg4,P07-P07,R01-C08,1.0,632
PSMA7_sg4,P07-P07,R01-C18,1.0,1332
PSMA7_sg4,P07-P07,R01-C12,1.0,2167
PSMA7_sg4,P07-P07,R01-C02,1.0,1561
PSMA7_sg4,P07-P07,R01-C10,0.0,276
PSMA7_sg4,P07-P07,R01-C04,1.0,630
PSMA7_sg4,P07-P07,R01-C16,1.0,1995
PSMA7_sg4,P07-P07,R01-C06,1.0,522
PSMA7_sg4,P07-P07,R01-C14,1.0,1259
PSMA7_sg4,P07-P07,R03-C22,0.0,2458
PSMA7_sg4,P07-P07,R03-C20,1.0,870
PSMA7_sg4,P07-P07,R03-C24,1.0,919
PSMA7_sg4,P07-P07,R03-C08,1.0,440
PSMA7_sg4,P07-P07,R03-C18,0.0,282
PSMA7_sg4,P07-P07,R03-C12,1.0,428
PSMA7_sg4,P07-P07,R03-C02,1.0,1680
PSMA7_sg4,P07-P07,R03-C10,1.0,1141
PSMA7_sg4,P07-P07,R03-C04,0.0,237
PSMA7_sg4,P07-P07,R03-C16,1.0,2127
PSMA7_sg4,P07-P07,R03-C06,1.0,414
PSMA7_sg4,P07-P07,R03-C14,0.0,301
PSMA7_sg4,P07-P07,R15-C22,1.0,1671
PSMA7_sg4,P07-P07,R15-C20,0.0,209
PSMA7_sg4,P07-P07,R15-C24,0.0,232
PSMA7_sg4,P07-P07,R15-C08,0.0,607
PSMA7_sg4,P07-P07,R15-C18,0.0,160
PSMA7_sg4,P07-P07,R15-C12,1.0,630
PSMA7_sg4,P07-P07,R15-C02,1.0,640
PSMA7_sg4,P07-P07,R15-C10,1.0,106
PSMA7_sg4,P07-P07,R15-C04,1.0,399
PSMA7_sg4,P07-P07,R15-C16,1.0,608
PSMA7_sg4,P07-P07,R15-C06,0.0,179
PSMA7_sg4,P07-P07,R15-C14,0.0,122
PSMA7_sg4,P07-P07,R05-C22,0.0,504
PSMA7_sg4,P07-P07,R05-C20,1.0,1744
PSMA7_sg4,P07-P07,R05-C24,1.0,1547
PSMA7_sg4,P07-P07,R05-C08,0.0,328
PSMA7_sg4,P07-P07,R05-C18,1.0,1937
PSMA7_sg4,P07-P07,R05-C12,1.0,1548
PSMA7_sg4,P07-P07,R05-C02,0.0,390
PSMA7_sg4,P07-P07,R05-C10,1.0,276
PSMA7_sg4,P07-P07,R05-C04,0.0,212
PSMA7_sg4,P07-P07,R05-C16,1.0,1024
PSMA7_sg4,P07-P07,R05-C06,0.0,220
PSMA7_sg4,P07-P07,R05-C14,1.0,1328
PSMA7_sg4,P07-P07,R13-C22,0.0,390
PSMA7_sg4,P07-P07,R13-C20,1.0,854
PSMA7_sg4,P07-P07,R13-C24,1.0,719
PSMA7_sg4,P07-P07,R13-C08,1.0,782
PSMA7_sg4,P07-P07,R13-C18,1.0,439
PSMA7_sg4,P07-P07,R13-C12,1.0,436
PSMA7_sg4,P07-P07,R13-C02,0.0,283
PSMA7_sg4,P07-P07,R13-C10,1.0,173
PSMA7_sg4,P07-P07,R13-C04,0.0,454
PSMA7_sg4,P07-P07,R13-C16,1.0,691
PSMA7_sg4,P07-P07,R13-C06,0.0,134
PSMA7_sg4,P07-P07,R13-C14,1.0,794
PSMA7_sg4,P07-P07,R07-C22,1.0,2323
PSMA7_sg4,P07-P07,R07-C20,1.0,1173
PSMA7_sg4,P07-P07,R07-C24,0.0,357
PSMA7_sg4,P07-P07,R07-C08,1.0,398
PSMA7_sg4,P07-P07,R07-C18,1.0,822
PSMA7_sg4,P07-P07,R07-C12,1.0,1692
PSMA7_sg4,P07-P07,R07-C02,1.0,1332
PSMA7_sg4,P07-P07,R07-C10,0.0,247
PSMA7_sg4,P07-P07,R07-C04,0.0,183
PSMA7_sg4,P07-P07,R07-C16,1.0,1587
PSMA7_sg4,P07-P07,R07-C06,1.0,409
PSMA7_sg4,P07-P07,R07-C14,0.0,260
PSMA7_sg4,P07-P07,R11-C22,0.0,456
PSMA7_sg4,P07-P07,R11-C20,0.0,292
PSMA7_sg4,P07-P07,R11-C24,1.0,1287
PSMA7_sg4,P07-P07,R11-C08,1.0,1361
PSMA7_sg4,P07-P07,R11-C18,0.0,273
PSMA7_sg4,P07-P07,R11-C12,1.0,1573
PSMA7_sg4,P07-P07,R11-C02,1.0,642
PSMA7_sg4,P07-P07,R11-C10,1.0,1163
PSMA7_sg4,P07-P07,R11-C04,1.0,695
PSMA7_sg4,P07-P07,R11-C16,0.0,432
PSMA7_sg4,P07-P07,R11-C06,1.0,1217
PSMA7_sg4,P07-P07,R11-C14,0.0,233
PSMA7_sg4,P07-P07,R09-C22,1.0,621
PSMA7_sg4,P07-P07,R09-C20,1.0,851
PSMA7_sg4,P07-P07,R09-C24,0.0,285
PSMA7_sg4,P07-P07,R09-C08,1.0,1272
PSMA7_sg4,P07-P07,R09-C18,1.0,404
PSMA7_sg4,P07-P07,R09-C12,0.0,341
PSMA7_sg4,P07-P07,R09-C02,1.0,790
PSMA7_sg4,P07-P07,R09-C10,1.0,252
PSMA7_sg4,P07-P07,R09-C04,1.0,1013
PSMA7_sg4,P07-P07,R09-C16,1.0,988
PSMA7_sg4,P07-P07,R09-C06,1.0,774
PSMA7_sg4,P07-P07,R09-C14,1.0,772
PSMA7_sg2,P01-P01,R01-C22,1.0,4455
PSMA7_sg2,P01-P01,R01-C20,1.0,5612
PSMA7_sg2,P01-P01,R01-C24,1.0,3558
PSMA7_sg2,P01-P01,R01-C08,1.0,4532
PSMA7_sg2,P01-P01,R01-C18,0.0,3142
PSMA7_sg2,P01-P01,R01-C12,1.0,2921
PSMA7_sg2,P01-P01,R01-C02,0.0,5918
PSMA7_sg2,P01-P01,R01-C10,1.0,964
PSMA7_sg2,P01-P01,R01-C04,1.0,820
PSMA7_sg2,P01-P01,R01-C16,1.0,6766
PSMA7_sg2,P01-P01,R01-C06,0.0,480
PSMA7_sg2,P01-P01,R01-C14,1.0,2215
PSMA7_sg2,P01-P01,R03-C22,0.0,7123
PSMA7_sg2,P01-P01,R03-C20,1.0,5033
PSMA7_sg2,P01-P01,R03-C24,1.0,3078
PSMA7_sg2,P01-P01,R03-C08,1.0,3658
PSMA7_sg2,P01-P01,R03-C18,1.0,2528
PSMA7_sg2,P01-P01,R03-C12,1.0,2715
PSMA7_sg2,P01-P01,R03-C02,0.0,1065
PSMA7_sg2,P01-P01,R03-C10,0.0,1986
PSMA7_sg2,P01-P01,R03-C04,0.0,3542
PSMA7_sg2,P01-P01,R03-C16,0.0,1335
PSMA7_sg2,P01-P01,R03-C06,1.0,2193
PSMA7_sg2,P01-P01,R03-C14,0.0,639
PSMA7_sg2,P01-P01,R15-C22,0.0,1322
PSMA7_sg2,P01-P01,R15-C20,1.0,4036
PSMA7_sg2,P01-P01,R15-C24,1.0,1618
PSMA7_sg2,P01-P01,R15-C08,0.0,789
PSMA7_sg2,P01-P01,R15-C18,0.0,3406
PSMA7_sg2,P01-P01,R15-C12,1.0,2551
PSMA7_sg2,P01-P01,R15-C02,1.0,3419
PSMA7_sg2,P01-P01,R15-C10,1.0,2932
PSMA7_sg2,P01-P01,R15-C04,1.0,1765
PSMA7_sg2,P01-P01,R15-C16,0.0,4139
PSMA7_sg2,P01-P01,R15-C06,0.0,336
PSMA7_sg2,P01-P01,R15-C14,0.0,515
PSMA7_sg2,P01-P01,R05-C22,0.0,1239
PSMA7_sg2,P01-P01,R05-C20,1.0,5277
PSMA7_sg2,P01-P01,R05-C24,0.0,3674
PSMA7_sg2,P01-P01,R05-C08,0.0,758
PSMA7_sg2,P01-P01,R05-C18,1.0,1801
PSMA7_sg2,P01-P01,R05-C12,1.0,3427
PSMA7_sg2,P01-P01,R05-C02,0.0,712
PSMA7_sg2,P01-P01,R05-C10,1.0,1289
PSMA7_sg2,P01-P01,R05-C04,0.0,505
PSMA7_sg2,P01-P01,R05-C16,1.0,3094
PSMA7_sg2,P01-P01,R05-C06,0.0,274
PSMA7_sg2,P01-P01,R05-C14,1.0,2154
PSMA7_sg2,P01-P01,R13-C22,1.0,5252
PSMA7_sg2,P01-P01,R13-C20,1.0,5924
PSMA7_sg2,P01-P01,R13-C24,0.0,808
PSMA7_sg2,P01-P01,R13-C08,0.0,965
PSMA7_sg2,P01-P01,R13-C18,1.0,4125
PSMA7_sg2,P01-P01,R13-C12,1.0,2781
PSMA7_sg2,P01-P01,R13-C02,0.0,1000
PSMA7_sg2,P01-P01,R13-C10,1.0,3694
PSMA7_sg2,P01-P01,R13-C04,1.0,2530
PSMA7_sg2,P01-P01,R13-C16,1.0,4332
PSMA7_sg2,P01-P01,R13-C06,0.0,390
PSMA7_sg2,P01-P01,R13-C14,1.0,3736
PSMA7_sg2,P01-P01,R07-C22,1.0,7150
PSMA7_sg2,P01-P01,R07-C20,0.0,1785
PSMA7_sg2,P01-P01,R07-C24,1.0,3557
PSMA7_sg2,P01-P01,R07-C08,1.0,4445
PSMA7_sg2,P01-P01,R07-C18,1.0,3750
PSMA7_sg2,P01-P01,R07-C12,1.0,2312
PSMA7_sg2,P01-P01,R07-C02,1.0,3849
PSMA7_sg2,P01-P01,R07-C10,1.0,3692
PSMA7_sg2,P01-P01,R07-C04,1.0,3499
PSMA7_sg2,P01-P01,R07-C16,1.0,4924
PSMA7_sg2,P01-P01,R07-C06,0.0,432
PSMA7_sg2,P01-P01,R07-C14,0.0,794
PSMA7_sg2,P01-P01,R09-C22,1.0,3278
PSMA7_sg2,P01-P01,R09-C20,1.0,3602
PSMA7_sg2,P01-P01,R09-C24,0.0,505
PSMA7_sg2,P01-P01,R09-C08,0.0,529
PSMA7_sg2,P01-P01,R09-C18,0.0,476
PSMA7_sg2,P01-P01,R09-C12,1.0,2625
PSMA7_sg2,P01-P01,R09-C02,1.0,2346
PSMA7_sg2,P01-P01,R09-C10,1.0,936
PSMA7_sg2,P01-P01,R09-C04,0.0,369
PSMA7_sg2,P01-P01,R09-C16,1.0,2867
PSMA7_sg2,P01-P01,R09-C14,0.0,335
PSMA7_sg2,P01-P01,R09-C06,0.0,208
PSMA7_sg2,P01-P01,R11-C22,0.0,4353
PSMA7_sg2,P01-P01,R11-C20,1.0,3275
PSMA7_sg2,P01-P01,R11-C24,0.0,688
PSMA7_sg2,P01-P01,R11-C08,1.0,4415
PSMA7_sg2,P01-P01,R11-C18,0.0,760
PSMA7_sg2,P01-P01,R11-C12,0.0,841
PSMA7_sg2,P01-P01,R11-C02,1.0,3061
PSMA7_sg2,P01-P01,R11-C10,1.0,1615
PSMA7_sg2,P01-P01,R11-C04,0.0,531
PSMA7_sg2,P01-P01,R11-C16,0.0,1069
PSMA7_sg2,P01-P01,R11-C06,1.0,2486
PSMA7_sg2,P01-P01,R11-C14,0.0,2964
PSMA7_sg2,P04-P04,R01-C22,1.0,9334
PSMA7_sg2,P04-P04,R01-C20,1.0,11417
PSMA7_sg2,P04-P04,R01-C24,1.0,7161
PSMA7_sg2,P04-P04,R01-C08,1.0,9433
PSMA7_sg2,P04-P04,R01-C18,0.0,6454
PSMA7_sg2,P04-P04,R01-C12,1.0,6153
PSMA7_sg2,P04-P04,R01-C02,0.0,12216
PSMA7_sg2,P04-P04,R01-C10,1.0,2192
PSMA7_sg2,P04-P04,R01-C04,1.0,1774
PSMA7_sg2,P04-P04,R01-C16,1.0,14147
PSMA7_sg2,P04-P04,R01-C06,0.0,1042
PSMA7_sg2,P04-P04,R01-C14,1.0,4426
PSMA7_sg2,P04-P04,R05-C22,0.0,2520
PSMA7_sg2,P04-P04,R05-C20,1.0,10842
PSMA7_sg2,P04-P04,R05-C24,0.0,7343
PSMA7_sg2,P04-P04,R05-C08,0.0,1507
PSMA7_sg2,P04-P04,R05-C18,1.0,3501
PSMA7_sg2,P04-P04,R05-C12,1.0,6860
PSMA7_sg2,P04-P04,R05-C02,0.0,1601
PSMA7_sg2,P04-P04,R05-C10,1.0,2457
PSMA7_sg2,P04-P04,R05-C04,0.0,1073
PSMA7_sg2,P04-P04,R05-C16,1.0,6179
PSMA7_sg2,P04-P04,R05-C06,0.0,608
PSMA7_sg2,P04-P04,R05-C14,1.0,4393
PSMA7_sg2,P04-P04,R13-C22,1.0,10761
PSMA7_sg2,P04-P04,R13-C20,1.0,12103
PSMA7_sg2,P04-P04,R13-C24,0.0,1831
PSMA7_sg2,P04-P04,R13-C08,0.0,2152
PSMA7_sg2,P04-P04,R13-C18,1.0,8321
PSMA7_sg2,P04-P04,R13-C12,1.0,5814
PSMA7_sg2,P04-P04,R13-C02,0.0,2173
PSMA7_sg2,P04-P04,R13-C10,1.0,7711
PSMA7_sg2,P04-P04,R13-C04,1.0,5253
PSMA7_sg2,P04-P04,R13-C16,1.0,8660
PSMA7_sg2,P04-P04,R13-C06,0.0,827
PSMA7_sg2,P04-P04,R13-C14,1.0,7757
PSMA7_sg2,P04-P04,R09-C22,1.0,6700
PSMA7_sg2,P04-P04,R09-C20,1.0,7872
PSMA7_sg2,P04-P04,R09-C24,0.0,970
PSMA7_sg2,P04-P04,R09-C08,0.0,1148
PSMA7_sg2,P04-P04,R09-C18,0.0,1061
PSMA7_sg2,P04-P04,R09-C12,1.0,5544
PSMA7_sg2,P04-P04,R09-C02,1.0,5014
PSMA7_sg2,P04-P04,R09-C10,1.0,1944
PSMA7_sg2,P04-P04,R09-C04,0.0,752
PSMA7_sg2,P04-P04,R09-C16,1.0,5654
PSMA7_sg2,P04-P04,R09-C06,0.0,495
PSMA7_sg2,P04-P04,R09-C14,0.0,737
PSMA7_sg2,P04-P04,R11-C22,0.0,9107
PSMA7_sg2,P04-P04,R11-C20,1.0,6885
PSMA7_sg2,P04-P04,R11-C24,0.0,1443
PSMA7_sg2,P04-P04,R11-C08,1.0,9292
PSMA7_sg2,P04-P04,R11-C18,0.0,1546
PSMA7_sg2,P04-P04,R11-C12,0.0,1692
PSMA7_sg2,P04-P04,R11-C02,1.0,6420
PSMA7_sg2,P04-P04,R11-C10,1.0,3267
PSMA7_sg2,P04-P04,R11-C04,0.0,1093
PSMA7_sg2,P04-P04,R11-C16,0.0,2380
PSMA7_sg2,P04-P04,R11-C14,0.0,6018
PSMA7_sg2,P04-P04,R11-C06,1.0,5282
PSMA7_sg2,P04-P04,R03-C22,0.0,14788
PSMA7_sg2,P04-P04,R03-C20,1.0,10816
PSMA7_sg2,P04-P04,R03-C24,1.0,6222
PSMA7_sg2,P04-P04,R03-C08,1.0,7546
PSMA7_sg2,P04-P04,R03-C18,1.0,4646
PSMA7_sg2,P04-P04,R03-C12,1.0,5619
PSMA7_sg2,P04-P04,R03-C02,0.0,2160
PSMA7_sg2,P04-P04,R03-C10,0.0,4274
PSMA7_sg2,P04-P04,R03-C04,0.0,7017
PSMA7_sg2,P04-P04,R03-C16,0.0,2838
PSMA7_sg2,P04-P04,R03-C06,1.0,4446
PSMA7_sg2,P04-P04,R03-C14,0.0,1366
PSMA7_sg2,P04-P04,R15-C22,0.0,2746
PSMA7_sg2,P04-P04,R15-C20,1.0,8324
PSMA7_sg2,P04-P04,R15-C24,1.0,3375
PSMA7_sg2,P04-P04,R15-C08,0.0,1757
PSMA7_sg2,P04-P04,R15-C18,0.0,7031
PSMA7_sg2,P04-P04,R15-C12,1.0,5335
PSMA7_sg2,P04-P04,R15-C02,1.0,7471
PSMA7_sg2,P04-P04,R15-C10,1.0,5734
PSMA7_sg2,P04-P04,R15-C04,1.0,3517
PSMA7_sg2,P04-P04,R15-C16,0.0,8721
PSMA7_sg2,P04-P04,R15-C06,0.0,689
PSMA7_sg2,P04-P04,R15-C14,0.0,1079
PSMA7_sg2,P04-P04,R07-C22,1.0,14686
PSMA7_sg2,P04-P04,R07-C20,0.0,3828
PSMA7_sg2,P04-P04,R07-C24,1.0,6973
PSMA7_sg2,P04-P04,R07-C08,1.0,9185
PSMA7_sg2,P04-P04,R07-C18,1.0,7679
PSMA7_sg2,P04-P04,R07-C12,1.0,5075
PSMA7_sg2,P04-P04,R07-C02,1.0,7840
PSMA7_sg2,P04-P04,R07-C10,1.0,7559
PSMA7_sg2,P04-P04,R07-C04,1.0,7144
PSMA7_sg2,P04-P04,R07-C16,1.0,10248
PSMA7_sg2,P04-P04,R07-C06,0.0,938
PSMA7_sg2,P04-P04,R07-C14,0.0,1526
PSMA7_sg2,P05-P05,R05-C22,0.0,1207
PSMA7_sg2,P05-P05,R05-C20,1.0,6566
PSMA7_sg2,P05-P05,R05-C24,0.0,4612
PSMA7_sg2,P05-P05,R05-C08,0.0,788
PSMA7_sg2,P05-P05,R05-C18,1.0,2112
PSMA7_sg2,P05-P05,R05-C12,1.0,4301
PSMA7_sg2,P05-P05,R05-C02,0.0,729
PSMA7_sg2,P05-P05,R05-C10,1.0,1435
PSMA7_sg2,P05-P05,R05-C04,0.0,486
PSMA7_sg2,P05-P05,R05-C16,1.0,3786
PSMA7_sg2,P05-P05,R05-C06,0.0,312
PSMA7_sg2,P05-P05,R05-C14,1.0,2916
PSMA7_sg2,P05-P05,R07-C22,1.0,9070
PSMA7_sg2,P05-P05,R07-C20,0.0,1888
PSMA7_sg2,P05-P05,R07-C24,1.0,4127
PSMA7_sg2,P05-P05,R07-C08,1.0,5612
PSMA7_sg2,P05-P05,R07-C18,1.0,4861
PSMA7_sg2,P05-P05,R07-C12,1.0,2946
PSMA7_sg2,P05-P05,R07-C02,1.0,4756
PSMA7_sg2,P05-P05,R07-C10,1.0,4678
PSMA7_sg2,P05-P05,R07-C04,1.0,4468
PSMA7_sg2,P05-P05,R07-C16,1.0,6278
PSMA7_sg2,P05-P05,R07-C06,0.0,460
PSMA7_sg2,P05-P05,R07-C14,0.0,779
PSMA7_sg2,P05-P05,R01-C22,1.0,5427
PSMA7_sg2,P05-P05,R01-C20,1.0,6814
PSMA7_sg2,P05-P05,R01-C24,1.0,4396
PSMA7_sg2,P05-P05,R01-C08,1.0,5754
PSMA7_sg2,P05-P05,R01-C18,0.0,3810
PSMA7_sg2,P05-P05,R01-C12,1.0,3614
PSMA7_sg2,P05-P05,R01-C02,0.0,7366
PSMA7_sg2,P05-P05,R01-C10,1.0,1133
PSMA7_sg2,P05-P05,R01-C04,1.0,858
PSMA7_sg2,P05-P05,R01-C16,1.0,8768
PSMA7_sg2,P05-P05,R01-C06,0.0,498
PSMA7_sg2,P05-P05,R01-C14,1.0,2799
PSMA7_sg2,P05-P05,R03-C22,0.0,8957
PSMA7_sg2,P05-P05,R03-C20,1.0,6422
PSMA7_sg2,P05-P05,R03-C24,1.0,3757
PSMA7_sg2,P05-P05,R03-C08,1.0,4647
PSMA7_sg2,P05-P05,R03-C18,1.0,2826
PSMA7_sg2,P05-P05,R03-C12,1.0,3335
PSMA7_sg2,P05-P05,R03-C02,0.0,1008
PSMA7_sg2,P05-P05,R03-C10,0.0,2480
PSMA7_sg2,P05-P05,R03-C04,0.0,4377
PSMA7_sg2,P05-P05,R03-C16,0.0,1431
PSMA7_sg2,P05-P05,R03-C06,1.0,2858
PSMA7_sg2,P05-P05,R03-C14,0.0,676
PSMA7_sg2,P05-P05,R15-C22,0.0,1372
PSMA7_sg2,P05-P05,R15-C20,1.0,4946
PSMA7_sg2,P05-P05,R15-C24,1.0,1902
PSMA7_sg2,P05-P05,R15-C08,0.0,795
PSMA7_sg2,P05-P05,R15-C18,0.0,4266
PSMA7_sg2,P05-P05,R15-C12,1.0,3129
PSMA7_sg2,P05-P05,R15-C02,1.0,4345
PSMA7_sg2,P05-P05,R15-C10,1.0,3561
PSMA7_sg2,P05-P05,R15-C04,1.0,1974
PSMA7_sg2,P05-P05,R15-C16,0.0,5257
PSMA7_sg2,P05-P05,R15-C06,0.0,318
PSMA7_sg2,P05-P05,R15-C14,0.0,547
PSMA7_sg2,P05-P05,R13-C22,1.0,6346
PSMA7_sg2,P05-P05,R13-C20,1.0,7383
PSMA7_sg2,P05-P05,R13-C24,0.0,850
PSMA7_sg2,P05-P05,R13-C08,0.0,1020
PSMA7_sg2,P05-P05,R13-C18,1.0,5268
